PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Delay_Days,Discount_Percent,Defect_Rate,Total_Spend
PO-00503,Gamma_Co,2023-08-18,2023-09-01,Packaging,Partially Delivered,1177,37.37,34.27,60.0,Yes,14.0,8.29542413700828,0.05097706032285471,40335.79
PO-00504,Delta_Logistics,2022-09-29,2022-10-19,MRO,Delivered,1466,68.82,66.82,211.0,Yes,20.0,2.9061319383900033,0.14392905866302866,97958.12
PO-00505,Epsilon_Group,2022-02-09,2022-02-13,Electronics,Delivered,1884,47.08,44.31,54.0,Yes,4.0,5.883602378929473,0.028662420382165606,83480.04000000001
PO-00506,Beta_Supplies,2022-04-22,2022-05-08,Electronics,Delivered,295,60.58,57.32,31.0,Yes,16.0,5.381313965004949,0.10508474576271186,16909.4
PO-00507,Gamma_Co,2023-09-03,2023-09-04,Raw Materials,Delivered,1249,54.18,47.29,59.0,Yes,1.0,12.71686969361388,0.04723779023218575,59065.21
PO-00508,Delta_Logistics,2023-03-21,2023-04-09,Raw Materials,Delivered,1112,39.06,33.6,184.0,No,19.0,13.978494623655916,0.16546762589928057,37363.200000000004
PO-00509,Gamma_Co,2022-12-20,2022-12-25,Office Supplies,Delivered,1550,100.61,97.43,66.0,Yes,5.0,3.1607196103766952,0.04258064516129032,151016.5
PO-00510,Delta_Logistics,2022-11-18,2022-11-19,Electronics,Delivered,1755,82.66,73.67,258.0,No,1.0,10.875877086861838,0.147008547008547,129290.85
PO-00511,Gamma_Co,2023-03-23,2023-03-31,Raw Materials,Delivered,808,24.19,21.64,39.0,Yes,8.0,10.541546093427039,0.04826732673267327,17485.12
PO-00512,Alpha_Inc,2023-09-13,2023-09-19,Raw Materials,Partially Delivered,587,96.98,95.35,14.0,Yes,6.0,1.6807589193648271,0.02385008517887564,55970.45
PO-00513,Epsilon_Group,2023-06-08,2023-06-11,MRO,Delivered,1940,58.45,50.29,54.0,Yes,3.0,13.960650128314805,0.027835051546391754,97562.59999999999
PO-00514,Beta_Supplies,2022-04-29,2022-05-11,Office Supplies,Cancelled,1891,91.87,80.28,158.0,Yes,12.0,12.615652552519869,0.08355367530407191,151809.48
PO-00515,Epsilon_Group,2023-01-30,2023-02-16,Packaging,Delivered,970,86.91,78.44,18.0,Yes,17.0,9.745713956966977,0.018556701030927835,76086.8
PO-00516,Epsilon_Group,2023-08-14,2023-08-31,MRO,Delivered,457,52.85,50.34,16.0,Yes,17.0,4.7492904446546795,0.0350109409190372,23005.38
PO-00517,Beta_Supplies,2022-07-14,2022-07-27,Office Supplies,Cancelled,574,12.38,11.47,0.0,No,13.0,7.350565428109855,0.0,6583.780000000001
PO-00518,Epsilon_Group,2022-09-18,2022-09-20,Office Supplies,Delivered,877,35.55,34.69,24.0,Yes,2.0,2.4191279887482406,0.027366020524515394,30423.129999999997
PO-00519,Alpha_Inc,2022-02-15,2022-02-27,MRO,Delivered,1579,59.04,50.95,29.0,Yes,12.0,13.70257452574525,0.01836605446485117,80450.05
PO-00520,Delta_Logistics,2023-12-27,2023-12-28,Raw Materials,Delivered,952,74.72,69.73,0.0,Yes,1.0,6.678265524625261,0.0,66382.96
PO-00521,Beta_Supplies,2023-03-23,2023-03-26,Raw Materials,Pending,1898,35.53,33.25,187.0,Yes,3.0,6.417112299465244,0.09852476290832456,63108.5
PO-00522,Delta_Logistics,2022-01-02,2022-01-06,Packaging,Delivered,85,22.54,20.68,6.0,Yes,4.0,8.251996450754213,0.07058823529411765,1757.8
PO-00523,Gamma_Co,2023-06-17,2023-06-28,Packaging,Pending,734,92.38,78.92,34.0,No,11.0,14.570253301580422,0.04632152588555858,57927.28
PO-00524,Alpha_Inc,2023-07-06,2023-07-18,Office Supplies,Delivered,69,107.47,105.53,0.0,Yes,12.0,1.805154926956358,0.0,7281.57
PO-00525,Delta_Logistics,2023-12-05,2023-12-11,Packaging,Delivered,370,63.9,55.79,59.0,Yes,6.0,12.69170579029734,0.15945945945945947,20642.3
PO-00526,Delta_Logistics,2023-11-18,2023-12-03,MRO,Delivered,1849,28.25,27.53,271.0,Yes,15.0,2.5486725663716774,0.14656571119524067,50902.97
PO-00527,Beta_Supplies,2022-07-21,,Packaging,Delivered,561,35.54,30.99,68.0,No,,12.80247608328644,0.12121212121212122,17385.39
PO-00528,Gamma_Co,2023-01-08,2023-01-14,Electronics,Delivered,449,12.35,10.67,29.0,Yes,6.0,13.603238866396758,0.0645879732739421,4790.83
PO-00529,Beta_Supplies,2023-03-18,2023-03-21,Office Supplies,Delivered,703,98.75,86.78,59.0,Yes,3.0,12.121518987341771,0.08392603129445235,61006.340000000004
PO-00530,Gamma_Co,2022-03-13,2022-03-28,Electronics,Delivered,1021,20.8,18.23,37.0,Yes,15.0,12.355769230769232,0.03623898139079334,18612.83
PO-00531,Beta_Supplies,2023-11-12,2023-11-19,Office Supplies,Delivered,1956,68.69,65.09,0.0,Yes,7.0,5.2409375454942415,0.0,127316.04000000001
PO-00532,Delta_Logistics,2022-12-05,2022-12-12,Office Supplies,Partially Delivered,520,36.57,34.78,67.0,No,7.0,4.8947224500957045,0.12884615384615383,18085.600000000002
PO-00533,Delta_Logistics,2023-10-01,2023-10-12,MRO,Delivered,1216,66.16,63.0,179.0,No,11.0,4.7762998790810105,0.14720394736842105,76608.0
PO-00534,Alpha_Inc,2022-11-18,,Raw Materials,Delivered,1165,72.06,63.93,0.0,Yes,,11.282264779350545,0.0,74478.45
PO-00535,Delta_Logistics,2023-11-11,2023-11-29,Packaging,Pending,1427,93.99,83.6,213.0,Yes,18.0,11.054367485902757,0.14926419060967064,119297.2
PO-00536,Epsilon_Group,2022-05-08,2022-05-10,Electronics,Delivered,883,29.15,25.75,14.0,Yes,2.0,11.66380789022298,0.015855039637599093,22737.25
PO-00537,Delta_Logistics,2022-11-04,2022-11-11,Packaging,Partially Delivered,1873,11.54,9.89,284.0,No,7.0,14.29809358752165,0.15162840363053925,18523.97
PO-00538,Epsilon_Group,2023-06-04,2023-06-06,Office Supplies,Delivered,776,24.22,22.53,27.0,Yes,2.0,6.977704376548298,0.03479381443298969,17483.280000000002
PO-00539,Delta_Logistics,2022-11-13,2022-11-24,Electronics,Delivered,903,95.55,92.45,149.0,No,11.0,3.244374672946096,0.16500553709856036,83482.35
PO-00540,Epsilon_Group,2023-11-14,2023-11-26,Electronics,Delivered,100,98.4,85.76,3.0,Yes,12.0,12.845528455284553,0.03,8576.0
PO-00541,Epsilon_Group,2023-02-23,2023-03-08,Office Supplies,Delivered,1738,67.91,61.15,0.0,Yes,13.0,9.954351347371519,0.0,106278.7
PO-00542,Delta_Logistics,2022-12-01,2022-12-14,Packaging,Delivered,1771,67.57,61.48,280.0,No,13.0,9.012875536480681,0.15810276679841898,108881.07999999999
PO-00543,Epsilon_Group,2023-02-17,2023-02-23,Electronics,Delivered,624,74.39,66.3,18.0,No,6.0,10.875117623336475,0.028846153846153848,41371.2
PO-00544,Alpha_Inc,2023-12-15,2023-12-31,Packaging,Partially Delivered,1263,28.75,27.1,26.0,Yes,16.0,5.739130434782604,0.02058590657165479,34227.3
PO-00545,Gamma_Co,2022-10-30,2022-11-16,Electronics,Cancelled,1198,96.45,90.09,0.0,Yes,17.0,6.594090202177292,0.0,107927.82
PO-00546,Epsilon_Group,2023-07-22,2023-07-25,Raw Materials,Delivered,199,51.98,45.64,0.0,No,3.0,12.196998845709881,0.0,9082.36
PO-00547,Epsilon_Group,2022-05-11,2022-05-14,MRO,Pending,363,45.37,38.73,0.0,Yes,3.0,14.635221512012345,0.0,14058.989999999998
PO-00548,Alpha_Inc,2022-07-16,2022-07-22,Office Supplies,Delivered,619,58.4,51.04,0.0,Yes,6.0,12.602739726027396,0.0,31593.76
PO-00549,Alpha_Inc,2023-03-07,2023-03-18,MRO,Delivered,1415,15.22,13.56,30.0,Yes,11.0,10.90670170827858,0.02120141342756184,19187.4
PO-00550,Beta_Supplies,2023-11-12,2023-11-23,Packaging,Delivered,354,27.71,23.87,39.0,No,11.0,13.857813063875856,0.11016949152542373,8449.98
PO-00551,Gamma_Co,2023-01-24,2023-02-03,MRO,Delivered,1765,81.01,78.43,78.0,Yes,10.0,3.1847920009875303,0.04419263456090652,138428.95
PO-00552,Beta_Supplies,2023-11-25,2023-12-09,MRO,Delivered,731,19.37,17.3,69.0,No,14.0,10.686628807434177,0.09439124487004104,12646.300000000001
PO-00553,Epsilon_Group,2022-06-28,2022-07-13,MRO,Delivered,887,65.89,59.67,29.0,Yes,15.0,9.439975717104263,0.03269447576099211,52927.29
PO-00554,Alpha_Inc,2023-09-23,2023-09-25,MRO,Delivered,1856,35.29,32.41,26.0,Yes,2.0,8.160952111079634,0.014008620689655173,60152.95999999999
PO-00555,Epsilon_Group,2023-08-06,2023-08-18,Office Supplies,Delivered,1127,49.32,46.49,30.0,Yes,12.0,5.738037307380369,0.026619343389529725,52394.23
PO-00556,Delta_Logistics,2022-11-05,2022-11-19,Raw Materials,Delivered,1052,37.78,32.6,162.0,Yes,14.0,13.71095817893065,0.15399239543726237,34295.200000000004
PO-00557,Gamma_Co,2023-02-20,2023-02-22,Raw Materials,Delivered,493,44.74,41.44,24.0,No,2.0,7.375949932945919,0.0486815415821501,20429.92
PO-00558,Delta_Logistics,2023-07-16,2023-07-29,MRO,Partially Delivered,662,81.44,71.33,87.0,Yes,13.0,12.414047151277014,0.13141993957703926,47220.46
PO-00559,Alpha_Inc,2022-01-01,2022-01-07,Raw Materials,Delivered,1042,36.74,35.78,33.0,Yes,6.0,2.6129559063690824,0.03166986564299424,37282.76
PO-00560,Alpha_Inc,2022-11-08,,Raw Materials,Delivered,313,64.03,57.74,1.0,Yes,,9.82352022489458,0.003194888178913738,18072.62
PO-00561,Alpha_Inc,2022-10-21,2022-11-10,Office Supplies,Delivered,1126,55.22,50.38,0.0,Yes,20.0,8.764940239043819,0.0,56727.880000000005
PO-00562,Gamma_Co,2022-08-04,2022-08-19,MRO,Delivered,1645,72.17,64.0,79.0,Yes,15.0,11.320493279756134,0.04802431610942249,105280.0
PO-00563,Beta_Supplies,2023-03-17,2023-03-20,Packaging,Delivered,1053,100.92,92.35,104.0,Yes,3.0,8.49187475227904,0.09876543209876543,97244.54999999999
PO-00564,Epsilon_Group,2023-08-17,2023-08-29,MRO,Delivered,1693,83.14,73.3,62.0,Yes,12.0,11.835458263170558,0.03662138216184288,124096.9
PO-00565,Epsilon_Group,2023-09-14,2023-10-03,Raw Materials,Pending,54,32.28,28.65,3.0,Yes,19.0,11.245353159851309,0.05555555555555555,1547.1
PO-00566,Epsilon_Group,2023-11-02,2023-11-07,Packaging,Delivered,1176,14.22,12.21,33.0,Yes,5.0,14.13502109704641,0.02806122448979592,14358.960000000001
PO-00567,Epsilon_Group,2022-11-26,2022-12-08,Raw Materials,Delivered,1269,35.28,33.7,35.0,Yes,12.0,4.478458049886616,0.027580772261623327,42765.3
PO-00568,Epsilon_Group,2023-04-22,2023-04-25,Raw Materials,Delivered,823,68.32,64.46,19.0,Yes,3.0,5.649882903981265,0.023086269744835967,53050.579999999994
PO-00569,Beta_Supplies,2023-03-29,2023-04-15,Electronics,Delivered,926,15.65,13.49,94.0,No,17.0,13.801916932907348,0.10151187904967603,12491.74
PO-00570,Delta_Logistics,2023-03-29,2023-04-09,Electronics,Cancelled,1041,58.5,52.54,170.0,No,11.0,10.18803418803419,0.1633045148895293,54694.14
PO-00571,Gamma_Co,2023-11-23,2023-12-01,Electronics,Pending,933,70.72,65.47,42.0,Yes,8.0,7.423642533936651,0.04501607717041801,61083.51
PO-00572,Delta_Logistics,2022-08-07,,Raw Materials,Delivered,1423,41.48,40.9,199.0,Yes,,1.3982642237222718,0.1398453970484891,58200.7
PO-00573,Delta_Logistics,2023-06-08,2023-06-14,MRO,Delivered,96,86.13,80.32,12.0,No,6.0,6.7456170904446795,0.125,7710.719999999999
PO-00574,Epsilon_Group,2023-04-30,2023-05-13,MRO,Delivered,916,21.06,19.53,25.0,Yes,13.0,7.264957264957254,0.027292576419213975,17889.48
PO-00575,Epsilon_Group,2022-06-23,,Raw Materials,Delivered,872,17.18,16.63,20.0,Yes,,3.2013969732246843,0.022935779816513763,14501.359999999999
PO-00576,Beta_Supplies,2023-11-06,2023-11-15,Electronics,Delivered,985,83.85,80.88,0.0,No,9.0,3.542039355992843,0.0,79666.79999999999
PO-00577,Gamma_Co,2022-03-28,2022-04-04,Raw Materials,Delivered,1893,55.14,50.1,98.0,Yes,7.0,9.14036996735582,0.051769677760169046,94839.3
PO-00578,Alpha_Inc,2022-10-18,,MRO,Delivered,705,75.19,69.55,19.0,Yes,,7.500997473068229,0.02695035460992908,49032.75
PO-00579,Delta_Logistics,2023-06-12,2023-06-28,MRO,Delivered,318,53.31,51.78,0.0,No,16.0,2.8700056274620165,0.0,16466.04
PO-00580,Alpha_Inc,2023-11-11,2023-11-16,Office Supplies,Pending,419,35.72,32.74,7.0,Yes,5.0,8.34266517357222,0.016706443914081145,13718.060000000001
PO-00581,Gamma_Co,2023-10-11,2023-10-26,MRO,Delivered,685,92.51,90.05,38.0,Yes,15.0,2.659171981407424,0.05547445255474453,61684.25
PO-00582,Delta_Logistics,2023-09-27,2023-10-12,Office Supplies,Partially Delivered,1179,90.14,82.63,194.0,Yes,15.0,8.331484357665857,0.1645462256149279,97420.76999999999
PO-00583,Alpha_Inc,2022-12-10,,Raw Materials,Delivered,1743,76.51,65.88,40.0,Yes,,13.893608678604116,0.022948938611589215,114828.84
PO-00584,Alpha_Inc,2022-04-06,2022-04-17,MRO,Delivered,1732,35.01,34.18,40.0,Yes,11.0,2.37075121393887,0.023094688221709007,59199.76
PO-00585,Beta_Supplies,2022-08-29,2022-09-01,Office Supplies,Delivered,706,65.33,62.06,60.0,No,3.0,5.005357416194698,0.08498583569405099,43814.36
PO-00586,Gamma_Co,2023-11-20,2023-11-30,MRO,Cancelled,169,47.16,43.4,0.0,Yes,10.0,7.97285835453774,0.0,7334.599999999999
PO-00587,Gamma_Co,2022-11-14,2022-11-20,Office Supplies,Pending,880,19.15,18.69,0.0,No,6.0,2.4020887728459392,0.0,16447.2
PO-00588,Gamma_Co,2022-08-19,2022-08-25,MRO,Delivered,1860,95.8,92.17,105.0,No,6.0,3.7891440501043796,0.056451612903225805,171436.2
PO-00589,Delta_Logistics,2022-07-23,2022-08-09,MRO,Delivered,1677,22.98,21.71,246.0,Yes,17.0,5.526544821583984,0.14669051878354203,36407.67
PO-00590,Beta_Supplies,2022-05-31,2022-06-07,Packaging,Partially Delivered,1131,97.43,91.28,103.0,Yes,7.0,6.312224160936062,0.09106984969053934,103237.68000000001
PO-00591,Epsilon_Group,2022-01-26,2022-02-03,Raw Materials,Cancelled,1419,50.14,43.46,0.0,Yes,8.0,13.322696449940166,0.0,61669.74
PO-00592,Delta_Logistics,2022-02-17,2022-02-18,Raw Materials,Pending,790,26.8,25.62,115.0,Yes,1.0,4.402985074626865,0.14556962025316456,20239.8
PO-00593,Gamma_Co,2022-09-08,2022-09-27,MRO,Pending,1547,61.12,53.43,77.0,Yes,19.0,12.58180628272251,0.049773755656108594,82656.21
PO-00594,Delta_Logistics,2023-05-02,2023-05-20,Office Supplies,Cancelled,166,95.65,94.48,23.0,Yes,18.0,1.22320961840042,0.13855421686746988,15683.68
PO-00595,Alpha_Inc,2023-09-18,2023-09-21,Electronics,Delivered,1903,83.49,82.33,43.0,Yes,3.0,1.3893879506527687,0.02259590120861797,156673.99
PO-00596,Delta_Logistics,2022-03-16,2022-03-29,Office Supplies,Partially Delivered,840,83.42,80.35,153.0,Yes,13.0,3.680172620474715,0.18214285714285713,67494.0
PO-00597,Delta_Logistics,2023-04-12,,MRO,Delivered,1200,74.49,64.63,161.0,Yes,,13.236676063901195,0.13416666666666666,77556.0
PO-00598,Gamma_Co,2023-03-01,2023-03-18,Raw Materials,Delivered,1466,77.37,70.35,72.0,Yes,17.0,9.073284218689427,0.04911323328785812,103133.09999999999
PO-00599,Alpha_Inc,2023-10-07,2023-10-21,Office Supplies,Delivered,1981,95.5,94.39,49.0,Yes,14.0,1.1623036649214653,0.024734982332155476,186986.59
PO-00600,Gamma_Co,2023-08-13,2023-08-16,Packaging,Delivered,1062,35.55,32.38,0.0,Yes,3.0,8.917018284106877,0.0,34387.560000000005
PO-00601,Alpha_Inc,2022-07-19,2022-07-30,MRO,Delivered,1714,55.67,55.09,42.0,Yes,11.0,1.0418537812107027,0.024504084014002333,94424.26000000001
PO-00602,Alpha_Inc,2023-12-15,2023-12-30,Office Supplies,Delivered,1131,33.35,31.28,23.0,Yes,15.0,6.206896551724139,0.020335985853227233,35377.68
PO-00603,Alpha_Inc,2023-01-29,2023-02-15,Office Supplies,Delivered,683,104.82,101.34,0.0,Yes,17.0,3.3199771036061727,0.0,69215.22
PO-00604,Gamma_Co,2023-05-22,2023-06-09,Packaging,Partially Delivered,562,102.56,90.88,38.0,Yes,18.0,11.388455538221535,0.06761565836298933,51074.56
PO-00605,Alpha_Inc,2023-02-14,2023-02-20,Electronics,Delivered,1824,14.43,14.11,36.0,Yes,6.0,2.2176022176022196,0.019736842105263157,25736.64
PO-00606,Beta_Supplies,2022-09-07,2022-09-12,Electronics,Partially Delivered,851,76.44,74.76,91.0,Yes,5.0,2.197802197802188,0.10693301997649823,63620.76
PO-00607,Beta_Supplies,2022-06-01,2022-06-03,Office Supplies,Delivered,1169,95.6,82.16,103.0,Yes,2.0,14.058577405857738,0.08810949529512403,96045.04
PO-00608,Epsilon_Group,2023-11-03,2023-11-20,MRO,Delivered,1711,29.14,26.35,48.0,Yes,17.0,9.57446808510638,0.028053769725306838,45084.850000000006
PO-00609,Beta_Supplies,2023-12-06,2023-12-12,Packaging,Pending,1191,68.14,61.71,112.0,Yes,6.0,9.436454358673318,0.09403862300587741,73496.61
PO-00610,Epsilon_Group,2022-01-06,2022-01-14,Electronics,Delivered,609,92.39,82.75,29.0,Yes,8.0,10.434029656889274,0.047619047619047616,50394.75
PO-00611,Beta_Supplies,2022-04-20,2022-05-07,Office Supplies,Delivered,1674,13.25,11.77,181.0,Yes,17.0,11.16981132075472,0.1081242532855436,19702.98
PO-00612,Gamma_Co,2023-03-12,2023-03-15,MRO,Delivered,537,77.86,71.18,20.0,Yes,3.0,8.57950166966349,0.037243947858473,38223.66
PO-00613,Epsilon_Group,2022-08-13,2022-08-31,Electronics,Delivered,1310,38.05,37.0,45.0,Yes,18.0,2.759526938239152,0.03435114503816794,48470.0
PO-00614,Delta_Logistics,2022-06-30,2022-07-10,Raw Materials,Delivered,1958,95.53,91.72,308.0,Yes,10.0,3.9882759342614906,0.15730337078651685,179587.76
PO-00615,Delta_Logistics,2023-12-14,2023-12-17,Office Supplies,Delivered,946,108.6,101.78,146.0,Yes,3.0,6.279926335174949,0.1543340380549683,96283.88
PO-00616,Beta_Supplies,2023-06-15,2023-06-21,Packaging,Partially Delivered,1345,103.06,95.14,0.0,Yes,6.0,7.684843780322144,0.0,127963.3
PO-00617,Delta_Logistics,2023-04-21,2023-05-10,MRO,Delivered,1262,56.63,51.46,0.0,No,19.0,9.129436694331629,0.0,64942.520000000004
PO-00618,Beta_Supplies,2022-02-21,2022-03-13,Office Supplies,Pending,753,88.02,79.92,75.0,Yes,20.0,9.202453987730056,0.099601593625498,60179.76
PO-00619,Beta_Supplies,2023-07-25,2023-08-14,Electronics,Delivered,1520,93.75,81.63,149.0,Yes,20.0,12.928000000000006,0.09802631578947368,124077.59999999999
PO-00620,Delta_Logistics,2022-09-13,2022-10-02,Office Supplies,Delivered,630,40.27,37.54,76.0,Yes,19.0,6.779240129128393,0.12063492063492064,23650.2
PO-00621,Delta_Logistics,2022-05-05,2022-05-06,Office Supplies,Delivered,839,86.29,82.51,110.0,Yes,1.0,4.3805771236528,0.13110846245530394,69225.89
PO-00622,Alpha_Inc,2023-04-13,2023-05-02,Electronics,Delivered,910,14.33,14.07,27.0,Yes,19.0,1.81437543614794,0.02967032967032967,12803.7
PO-00623,Epsilon_Group,2022-05-17,2022-05-24,Raw Materials,Delivered,296,64.94,63.61,0.0,Yes,7.0,2.0480443486295017,0.0,18828.56
PO-00624,Beta_Supplies,2023-04-21,2023-05-05,MRO,Delivered,1149,33.0,30.65,141.0,Yes,14.0,7.1212121212121255,0.1227154046997389,35216.85
PO-00625,Delta_Logistics,2023-11-15,2023-11-16,Electronics,Delivered,203,23.14,20.0,0.0,No,1.0,13.56957649092481,0.0,4060.0
PO-00626,Epsilon_Group,2023-06-28,2023-07-16,Office Supplies,Delivered,1729,18.36,16.34,47.0,Yes,18.0,11.002178649237472,0.027183342972816656,28251.86
PO-00627,Delta_Logistics,2023-07-27,2023-08-06,Office Supplies,Delivered,1508,79.21,73.27,226.0,Yes,10.0,7.499053149854815,0.14986737400530503,110491.15999999999
PO-00628,Delta_Logistics,2023-09-02,2023-09-15,Packaging,Partially Delivered,1046,44.65,40.1,165.0,No,13.0,10.190369540873455,0.1577437858508604,41944.6
PO-00629,Alpha_Inc,2022-11-21,2022-11-24,Office Supplies,Delivered,1159,78.99,71.69,14.0,Yes,3.0,9.241676161539432,0.012079378774805867,83088.70999999999
PO-00630,Beta_Supplies,2023-03-30,2023-04-05,Electronics,Delivered,746,16.99,15.35,69.0,No,6.0,9.652736904061205,0.09249329758713137,11451.1
PO-00631,Beta_Supplies,2023-09-20,2023-10-06,Packaging,Delivered,1358,42.21,38.75,128.0,Yes,16.0,8.197109689647004,0.09425625920471281,52622.5
PO-00632,Gamma_Co,2023-06-01,2023-06-12,Office Supplies,Delivered,1293,63.53,59.42,79.0,Yes,11.0,6.469384542735715,0.06109822119102862,76830.06
PO-00633,Alpha_Inc,2023-03-13,2023-03-24,Electronics,Delivered,1142,86.85,74.28,30.0,Yes,11.0,14.473229706390322,0.02626970227670753,84827.76
PO-00634,Epsilon_Group,2023-07-16,2023-07-27,MRO,Delivered,1120,42.17,37.47,33.0,Yes,11.0,11.145364002845632,0.029464285714285714,41966.4
PO-00635,Alpha_Inc,2023-04-02,2023-04-14,MRO,Delivered,1058,71.3,62.04,0.0,Yes,12.0,12.987377279102382,0.0,65638.31999999999
PO-00636,Epsilon_Group,2022-06-12,,Office Supplies,Delivered,143,91.98,86.02,5.0,Yes,,6.479669493368132,0.03496503496503497,12300.859999999999
PO-00637,Beta_Supplies,2023-05-02,2023-05-14,MRO,Delivered,1823,70.66,66.92,202.0,Yes,12.0,5.2929521652986065,0.11080636313768513,121995.16
PO-00638,Gamma_Co,2023-04-06,2023-04-10,Office Supplies,Delivered,1007,33.29,28.48,49.0,Yes,4.0,14.448783418443975,0.04865938430983118,28679.36
PO-00639,Gamma_Co,2022-09-23,2022-10-08,Packaging,Delivered,1061,12.68,12.36,56.0,No,15.0,2.5236593059936934,0.0527803958529689,13113.96
PO-00640,Beta_Supplies,2022-09-11,2022-09-26,MRO,Pending,502,91.84,82.33,0.0,Yes,15.0,10.354965156794432,0.0,41329.659999999996
PO-00641,Delta_Logistics,2023-10-15,2023-10-19,Packaging,Delivered,1277,13.17,11.63,199.0,No,4.0,11.693242217160206,0.1558339859044636,14851.51
PO-00642,Alpha_Inc,2022-10-11,2022-10-24,Packaging,Delivered,961,92.72,88.49,22.0,Yes,13.0,4.5621225194132915,0.022892819979188347,85038.89
PO-00643,Gamma_Co,2023-06-18,2023-07-02,Packaging,Delivered,267,62.5,61.18,17.0,Yes,14.0,2.1120000000000005,0.06367041198501873,16335.06
PO-00644,Delta_Logistics,2023-05-12,2023-05-18,Raw Materials,Cancelled,523,102.08,99.59,0.0,Yes,6.0,2.4392633228840075,0.0,52085.57
PO-00645,Epsilon_Group,2023-10-04,2023-10-23,Electronics,Pending,481,90.49,77.17,0.0,Yes,19.0,14.71985854790584,0.0,37118.770000000004
PO-00646,Gamma_Co,2022-09-02,2022-09-09,Office Supplies,Delivered,390,103.81,100.12,20.0,Yes,7.0,3.5545708505924263,0.05128205128205128,39046.8
PO-00647,Epsilon_Group,2022-10-09,2022-10-25,Packaging,Delivered,600,43.43,38.76,22.0,Yes,16.0,10.752935758692152,0.03666666666666667,23256.0
PO-00648,Delta_Logistics,2023-03-27,,Office Supplies,Delivered,1685,84.58,75.21,253.0,No,,11.078269094348551,0.15014836795252226,126728.84999999999
PO-00649,Epsilon_Group,2022-03-21,2022-03-31,Packaging,Cancelled,1362,46.64,42.85,33.0,Yes,10.0,8.12607204116638,0.024229074889867842,58361.700000000004
PO-00650,Delta_Logistics,2024-01-01,2024-01-04,Electronics,Pending,1327,59.57,56.44,169.0,Yes,3.0,5.254322645626998,0.12735493594574226,74895.87999999999
PO-00651,Epsilon_Group,2022-10-20,,MRO,Delivered,1807,69.47,60.0,50.0,Yes,,13.631783503670647,0.02767017155506364,108420.0
PO-00652,Alpha_Inc,2022-08-29,2022-09-06,Office Supplies,Pending,406,91.73,89.13,0.0,Yes,8.0,2.8344053199607635,0.0,36186.78
PO-00653,Gamma_Co,2022-10-06,2022-10-18,Raw Materials,Partially Delivered,72,103.0,89.49,1.0,No,12.0,13.116504854368937,0.013888888888888888,6443.28
PO-00654,Gamma_Co,2022-12-10,2022-12-20,Office Supplies,Delivered,1835,83.5,82.36,85.0,No,10.0,1.365269461077845,0.04632152588555858,151130.6
PO-00655,Delta_Logistics,2022-11-24,2022-12-10,Electronics,Pending,571,49.98,45.58,0.0,No,16.0,8.803521408563423,0.0,26026.18
PO-00656,Epsilon_Group,2023-07-08,2023-07-09,Packaging,Delivered,1831,52.24,50.44,60.0,Yes,1.0,3.445635528330789,0.03276897870016385,92355.64
PO-00657,Beta_Supplies,2022-03-24,2022-04-07,Office Supplies,Pending,1910,77.15,68.49,170.0,Yes,14.0,11.224886584575515,0.08900523560209424,130815.9
PO-00658,Gamma_Co,2022-05-22,2022-05-31,Electronics,Partially Delivered,1173,32.12,29.18,0.0,Yes,9.0,9.153175591531749,0.0,34228.14
PO-00659,Epsilon_Group,2022-06-04,2022-06-17,Packaging,Partially Delivered,851,20.44,19.22,22.0,Yes,13.0,5.968688845401186,0.025851938895417155,16356.22
PO-00660,Epsilon_Group,2022-08-25,2022-09-07,MRO,Cancelled,1253,43.38,38.01,34.0,Yes,13.0,12.378976486860314,0.02713487629688747,47626.53
PO-00661,Alpha_Inc,2023-01-28,2023-02-15,Electronics,Delivered,1296,38.0,33.42,33.0,Yes,18.0,12.052631578947363,0.02546296296296296,43312.32
PO-00662,Beta_Supplies,2023-12-12,2023-12-30,Raw Materials,Delivered,1979,40.88,39.46,221.0,Yes,18.0,3.4735812133072446,0.11167256189994947,78091.34
PO-00663,Gamma_Co,2022-06-06,2022-06-19,Office Supplies,Delivered,811,31.8,30.33,58.0,Yes,13.0,4.6226415094339695,0.07151664611590629,24597.629999999997
PO-00664,Alpha_Inc,2023-12-25,2024-01-12,Electronics,Delivered,1732,15.37,14.7,38.0,Yes,18.0,4.359141184124918,0.021939953810623556,25460.399999999998
PO-00665,Beta_Supplies,2022-08-08,2022-08-28,Packaging,Delivered,491,12.01,11.67,47.0,Yes,20.0,2.8309741881765182,0.09572301425661914,5729.97
PO-00666,Gamma_Co,2022-03-07,2022-03-11,Packaging,Cancelled,1681,99.88,96.38,90.0,Yes,4.0,3.5042050460552665,0.05353955978584176,162014.78
PO-00667,Alpha_Inc,2023-03-01,2023-03-05,Raw Materials,Partially Delivered,818,51.89,47.85,12.0,Yes,4.0,7.785700520331469,0.014669926650366748,39141.3
PO-00668,Beta_Supplies,2023-02-22,2023-03-05,Office Supplies,Delivered,1065,47.49,41.42,113.0,Yes,11.0,12.781638239629395,0.10610328638497653,44112.3
